Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
936,"The screen was very easy to install, very wrong and looks very nice in the patio. Really Love the screen!!",0,0,1,0,0,0,1,0,0,0,0,1
937,Really loved the colors and the fit on the chairs. They are made of excellent quality. Just very happy with them. It really dresses up our patio.,0,0,1,1,0,0,0,0,0,1,0,1
938,"This is a good sprinkler for someone who has obstacles like bushes in their yard.  Unfortunately it didn't work for me since I have an oblong yard and it could not reach the corners like I needed it to do.  It did not have the 80' reach that it was supposed to have.  Also, it was difficult to figure out how to adjust the nozzle.",0,0,0,0,0,1,0,0,0,0,1,0
939,"A good basic toilet with a fast and efficient flush. The handle and seat are flimsy and over time will require replacement. We had it installed so cannot comment on that process, but heard nothing negative from the plumber.",1,0,0,0,0,0,0,0,0,1,0,0
940,"Using nail gun, these nails fed smoothly and there were no defective nails.  The plastic container is good to store unused nails and is easy to open and close",0,0,0,0,0,1,0,0,0,0,1,1
941,"I was hesitant to ever even purchase an indoor cam, as I'd rather not have every move I make recorded. But after learning of the Nest Aware integration, and having it disabled when home and enabled when away, I was sold. And it has worked perfectly in that aspect. Video quality is great, noise cancellation is surprisingly good in how it fades sound in and out. I love the video previews you get in the notification bar from the Nest app on your phone. My only gripe would be for the money I'd like ...",0,0,0,0,1,1,0,0,0,1,0,1
942,"It is always a pleasure dealing with this group. I have had a few different interactions with this team and the extra mile that they are willing to go to make sure that I am satisfied if truly astonishing. Stefan, Jennifer, Emma are the people I have had the pleasure of dealing with. Great team",0,1,0,0,0,0,0,0,0,0,0,1
943,Strong and precise. Can be clamped on your welding table.,0,0,0,0,0,0,0,0,0,1,0,1
944,Works great! Covers a large area. Perfect for what we needed.,0,0,0,0,0,1,0,0,0,0,0,1
945,Such a pretty color. Well made and comfortable.,0,0,1,0,0,0,0,0,0,1,1,1
946,little heavier then my old one....hopefully  will last longer,0,0,0,1,0,0,0,0,0,0,0,0
947,Used it to cut the pvc tubing for my raised bed. Sharp little tool and easy to use.,1,0,0,0,0,0,0,0,0,0,1,1
948,Good handle which is very important to me,1,0,0,0,0,0,0,0,0,0,0,1
949,Expensive fan box but it saved me from opening up the ceiling to properly mount a box. Once mounted it was solid with no movement.,0,0,0,0,0,0,0,0,0,1,0,1
950,"Perfect color for the bedroom bench. Appears to be good quality, stitching is tight. Very pleased",0,0,1,0,0,0,0,0,0,1,0,1
951,This has been one of the best purchases I have done with the assistance of your employees John and Steve which guided me through my purchase selection and scheduling the installation which was awesome. Gudos!! to Lowe's for selecting great employees. I really appreciate the attentiveness to the senior citizens which are overlooked in many other businesses. I look forward to shopping again soon. The installation was great as well. One individual came and I am sorry I forgot his name. He completed the installation by himself and there was not one second he was not working. Outstanding job!!! Thank you again,0,1,0,0,0,0,0,0,0,0,0,1
952,"The batteries seem to drain quickly. There is a lot of movement, but hoping that they would last longer.",1,0,0,0,0,0,0,0,0,0,0,0
953,"First time bothering to write a review because I'm so happy!! Thought I was either destined for a stuffy room or a room filled with mosquitos this summer. Not anymore!Simple to install with provided instructions and good amount of material in kit.Fyi, for people with my style of window- simple enough to peel off to open and close window.",0,0,0,0,0,0,1,0,0,0,0,1
954,"The advertised size is misleading: end-end is 5"" (when you include the flanges to drill to the wall!) its actual box (outer) dia is 4-1/2""; inner dia. is even less.One big drawback is that it does not come with matching covers that can have a hole or more (to fit things like motion sensor lights) unlike equivalent Taymac: Sigma, for all its elegance, does not seem to have an equivalent.Other than that it is a complete package.",1,0,0,0,0,0,0,0,0,1,0,0
955,"Raco products are well made and have always performed as indicated, intended and expected without any problems...There is not much to say about a 4"" square box, if the knockouts open easily and break off cleanly and the 8/32 screws are not stripped m, then the box is great...",0,0,0,0,0,1,0,0,0,1,0,1
956,They fit very well and work as described.,0,0,0,1,0,1,0,0,0,0,0,1
957,Works better than other plastic ones sold,0,0,0,0,0,1,0,0,0,0,0,1
958,"Great camera, super easy to install and works really well. Only thing i'd change is the size of the USB connector on the cable. No one wants to be drilling holes that large in their house - just for a cable! I'd give 5* but the USB connector is just too big.",0,0,0,1,0,1,1,0,0,0,0,1
959,"Works great, large coverage, easy to adjust",0,0,0,0,0,1,0,0,0,0,1,1
960,Right fan support and easy to install,0,0,0,0,0,0,1,0,0,0,0,1
961,"Everything was delivered safely, packaging excellent!",0,1,0,0,0,0,0,0,0,0,0,1
962,I was using an oscillating tool to cut through the pecks piping. This was much cleaner and easier. Worth every bit would buy again!,0,0,0,0,0,1,0,0,1,0,0,1
963,High quality product.,0,0,0,0,0,0,0,0,0,1,0,1
964,Tool works great. Very satisfied with purchase,0,0,0,0,0,1,0,0,0,0,0,1
965,"Was skeptical about it working well as the grips are plastic, but it sliced right through 3/4"" PVC with no issues at all. Used it to make about 6-7 cuts so I can't say to the durability, but they worked well for what I needed. For the price, they definitely work!",0,0,0,0,0,1,0,0,1,0,0,1
966,NOT a better idea.  Almost never a decent cut.  This thing will spiral around too easy leaving you with an uneven cut and a split end that you have to trim and square up.,0,0,0,0,0,1,0,0,0,0,0,0
967,Working great so far and easy to install!,0,0,0,0,0,1,1,0,0,0,0,1
968,"Excellent exterior framing nail. No jamming. Wish a 3 1/2"" version of this nail was available",0,0,0,0,0,1,0,0,0,0,0,1
969,Just got my OPOM Garden Hose Sprayer today & tried it out right away. It's great!! Adjustable knob is so easy to use & sprays perfect. Seems like heavy duty metal. I think this nozzle will last many years. I'm happy I bought it. Great buyðŸ‘ðŸ½,0,0,0,0,0,1,0,0,0,0,1,1
970,I love them! The color is beautiful and the cushions are so comfy!,0,0,1,0,0,0,0,0,0,0,1,1
971,VERY large capacity. Easy to adjust (watch the video). No leaks.,0,0,0,1,0,0,0,0,0,1,1,1
972,Cat hasn't broken through it yet! Very easy to install too.,0,0,0,0,0,0,1,0,0,1,0,1
973,"Took the guy 30 minutes to install new toilets. Love, Love them. My old toilet was 14 inches tall to rim. Really hard to get up from that distance. These are so much taller. Can't say enough good things about these toilets. Would recommend to any one.",0,0,0,0,0,0,0,0,0,1,0,1
974,Beautiful color.,0,0,1,0,0,0,0,0,0,0,0,1
975,"3 years and running with daily May - September use. This is the only model that I've ever purchased several of. One for the back, another for the front, more to replace the wands that got stepped on or left out in freezing weather (freeze damage). Bought more for friends and family. This model is the least leaky of any I've tried over 50 years of watering. Easy operate flow control/shut off. Easy to change, very functional pattern settings. Great for Bonsai, potted plants, spot watering, car washing, planter washing etc.It's great for a short reach and for distancing myself from the splatter of rinsing and washing so many things.I wrote this after searching for another to replace the freeze damaged wand. The damage is my fault. It can be prevented by draining or keeping from freezing. I'm going to buy several because I'm undependable at winter storage.  If there is an improvement I can suggest it is to engineer something to prevent the hose from flexing at the attach point - but that would make it more expensive. This is the best darned watering wand I've ever used. It's awesome and economical.",0,0,0,0,0,0,0,0,0,0,1,1
976,Worked great for an outdoor project I was completing.,0,0,0,0,0,1,0,0,0,0,0,1
977,Well worth the extra cost for the extra quality of this product.,0,0,0,0,0,0,0,0,1,1,0,1
978,Is that metal? Why yes it is! Nice design. You don't have to run back and forth to the spigot to control the water pressure. Not many people know you can take the plug out of the end to poke the holes clean when needed.See more,0,0,1,0,0,0,0,0,0,0,0,1
979,Good quality. Easy to install.,0,0,0,0,0,0,1,0,0,1,0,1
980,This works well.,0,0,0,0,0,1,0,0,0,0,0,1
981,"this sceen seems cheaply made, it cuts well, but feels like it will not last long, ill try to up date at a later time as to its quality and durability",0,0,0,0,0,0,0,0,0,1,0,0
982,"I wish it was metal, most of it is plastic and is currently getting dented up",0,0,0,0,0,0,0,1,0,1,0,0
983,"This thing is tough! Doesn't leak. Has a powerful spray, the most I've ever seen, and I 'm retired 11 yrs now live in Fla. So you know I've tried a bunch of 'em.lol",0,0,0,0,0,1,0,0,0,1,0,1
984,I am a full time rough in plumber and use these almost everyday. Without a doubt these hold up just as good as the expensive ones I see other guys using but half the price. This is actually my second pair only cause I missed placed my last ones. Used the other ones for over a year almost everyday never once had a problem. Would definitely recommend to anyone.,0,0,0,0,0,0,0,0,1,1,0,1
985,Simple.  Solid product.,0,0,0,0,0,0,0,0,0,1,0,1
986,Easy to adjust the water spray,0,0,0,0,0,0,0,0,0,0,1,1
987,Great invention easy to use and does its job,0,0,0,0,0,1,0,0,0,0,1,1
988,It was very easy to use and effective although very visible on the screen,0,0,0,0,0,0,0,0,0,0,1,1
989,Easy to install and comes with an adapter that makes easy to install in case your old hose has a different oneSee more,1,0,0,0,0,0,1,0,0,0,0,1
990,Buy it sweet tool use all the time with Apollo and sharkbite clamps works great as a cutter too i love this tool,0,0,0,0,0,1,0,0,0,0,0,1
991,Super easy to install and I am not a handy man by any means.  It has only been a few days but no issues to this point.,0,0,0,0,0,0,1,0,0,0,0,1
992,Purchased this screen for my porch. Somehow it manages to block some of the sun's heat without blocking the light. It was easy to cut & work with. The bees are very disappointed they can't get in anymore. lol The test of time will determine how well it holds up in our Florida weather.,0,0,0,0,0,0,0,0,0,0,1,1
993,it works  like it should I'm happy,0,0,0,0,0,1,0,0,0,0,0,1
994,Fit well and shot straight.,0,0,0,1,0,1,0,0,0,0,0,1
995,Covers my lawn better than the asolating one,0,0,0,0,0,1,0,0,0,0,0,1
996,"A quality product. No leaks, water comes where it suppose to.See more",0,0,0,0,0,0,0,0,0,1,0,1
997,Prefect! Quality is great! I ordered more!,0,0,0,0,0,0,0,0,0,1,0,1
998,"@60% of the bands were complete, but over all I had to go through and sort all the bands and try to see if I could get them to work in a nail gun some just would not work because the bands were so damaged.",0,1,0,0,0,0,0,0,0,0,0,0
999,"This worked well for me. The only bad thing is when I bought it , the edges were a little rough. I would wear gloves next time.",0,0,1,0,0,1,0,0,0,0,0,0
1000,"Strong and sturdy bracket, may have been overkill for my fan but I'm positive it'll hold a lot of weight, also it's super easy to install.",0,0,0,0,0,1,1,0,0,1,0,1
1001,Bought for the smooth sides so its easy to very easy to clean!  The flushing mechanism works great too.,0,0,0,0,0,1,0,0,0,0,1,1
1002,If you like cleaning after every use then these are for you! Bought three and should have taken them back.,0,0,0,0,0,0,0,0,0,0,1,0
1003,"We've been replacing hose nozzles every few months as they break. This one cost a little more, but seems much sturdier - hopefully it will last! Very easy to use, lots of spraying options.",0,0,0,0,0,0,0,0,0,1,1,1
1004,These are beautiful and have held up well. They fit my wicker set perfectly and have added a nice update to my outdoor decor,0,0,1,1,0,0,0,0,0,1,0,1
1005,"I like this product. I go through a lot of nozzles, with gardening, watering the animals and other general uses. This product seems to be pretty sturdy, and works well.See more",0,0,0,0,0,1,0,0,0,1,0,1
1006,Does not work like the picture.See more,0,0,0,0,0,1,0,0,0,0,0,0
1007,Worked great inside my safe that now has a dehumidifier and lighting.,0,0,0,0,0,1,0,0,0,0,0,1
1008,"DO NOT BUY THIS ITEM AT THIS TIME. I received the camera today and set it up no problem but when I was in live view and tried to sound the alarm it went off for one second and then lost live view. I did this a couple of times to make sure it was not an isolated and with the same result. I then contacted technical support and was on the call for 45 minutes, having gone threw resetting still did the same thing. Until finally was told that there were multiple incidents of this happening, Ring told me that there will be an update either in a month or under a month for a fix, so meaning I have this brick for about a month until the update comes out. I am returning and will not be purchasing again. I also told Ring that if someone in their company knew about this why I is not conveyed to the consumer.",0,0,0,0,0,1,0,0,0,0,0,0
1009,"Was not good at all , it leaked and did not hold up to its quality",0,0,0,0,0,0,0,0,0,1,0,0
1010,Easy to set up and works as advertised.,0,0,0,0,0,1,1,0,0,0,0,1
1011,"Durable, easily adjustable and the excellent coverage what more could you want?",0,0,0,0,0,1,0,0,0,1,1,1
1012,After install seat cushion feels comfortable and has resilience on the back side.  Back cushion is soft and feels good to the lumbar.  Back and seat cushion are attached with zip tie to easily separate.  Seat cUshion could have more crowned poly to reduce puckering but otherwise satisfactory looks.,0,0,0,0,0,0,0,0,0,0,1,1
1013,They were fine for the price and the colour was a perfect match,0,0,1,0,0,0,0,0,1,0,0,1
1014,"It's easy to use. My 4 year old daughter is able to squeeze it pretty easily, so it's a nice grip.",0,0,1,0,0,0,0,0,0,0,1,1
1015,"Replaced the terrible toilets my bathrooms were equipped with by the developer. They were only two year old but awful...had to flush three times to empty bowl. So much for water conservation designed toilets. The new Koehler toilets that the Lowe's contracted installer put in are are fantastic! Perfect height and work well! One flush does it every time. Took one guy under two hours to take out two old ones, install new and cart away old. Very happy.",0,0,0,1,0,1,0,0,0,0,0,1
1016,The unit keeps moving when in use have to put a rock on it just to keep it where I want it,0,0,0,0,0,1,0,0,0,0,0,0
1017,"Exceeded our expectations, easier for use & never have to worry about a chain breaking again",0,0,0,0,0,0,0,0,0,0,1,1
1018,I love the screening material with the finer holes less likely to have any kind of smaller pests get through,0,0,1,0,0,0,0,1,0,0,0,1
1019,A little pricey but works great. Put the nails in through back of unit. No instructions on that in book.. Would buy again....,0,0,0,0,0,1,1,0,1,0,0,0
1020,Fits perfectly and goods great,0,0,0,1,0,0,0,0,0,0,0,1
1021,"It works great, very clear HD video, I recommend this to everyone.",0,0,0,0,0,1,0,0,0,1,0,1
1022,"Works great, but is not quite the right size for my 'postage-stamp"" size yard, but I can work with it!",0,0,0,1,0,1,0,0,0,0,0,0
1023,This is a great little camera! Picture is really clear and set up was so easy. Works perfectly!,0,0,0,0,0,1,1,0,0,1,0,1
1024,Just like everyone else the orange plastic tip falls off. A better make clip has a wire in it that will not allow the tip to fall off. Look for the better made item. They do work if the tip fall off and is lost. They just do not work as designed. Otherwise this is a good value for the cost of purchase. I used a drop of super glue hoping that will prevent them from falling off.,1,0,0,0,0,0,0,0,1,0,0,0
1025,Bought these a year ago and still loving. Such great quality!,0,0,0,0,0,0,0,0,0,1,0,1
1026,"Installation pretty easy, but seat hardware is missing.   Huge let down when I cannot test the thing.",1,0,0,0,0,0,1,0,0,0,0,0
1027,Love the different setting easy to use especially filling the kids pool or watering delicate strawberry plants,0,0,0,0,0,0,0,0,0,0,1,1
1028,Very high quality love the color and the piping give it a touch of highend feel,0,0,0,0,0,0,0,0,0,1,0,1
1029,These clamps are stellar for the price. They are great for acting as a quick 2nd set of hands or to hold things while sanding or cutting. Will buy again for sure!!,0,0,0,0,0,1,0,0,0,0,0,1
1030,"Good quality Brad nail, good package quantity.",0,1,0,0,0,0,0,0,0,1,0,1
1031,"The toilet would not flush properly. after spending money on TWO sets of plumbers that tried to fix it, I talked with Home Depot and they agreed to credit me, and I got a different toilet. Now I am out of the amount of money for three installations, and have a toilet that occupies space in my garage. HD was great about the exchange though!",0,0,0,0,0,1,0,0,0,0,0,0
1032,"Picture and video quality are good. But facial recognition is fair. Listening sound quality is excellent, broadcast sound is fair. Installation of the app is a little difficult. Security on the app once installed is excellent.",0,0,0,0,0,0,1,0,0,1,0,0
1033,This nozzle is very easy to adjust and use. It is also more comfortable than holding the handle.,0,0,0,0,0,0,0,0,0,0,1,1
1034,Loved having three sizes in one package and at a reasonable price,0,0,0,1,0,0,0,0,1,0,0,1
1035,I love my patio cushions they're so beautiful very comfortable to sit on !!,0,0,1,0,0,0,0,0,0,0,1,1
1036,"great product,well made",0,0,0,0,0,0,0,0,0,1,0,1
1037,Deer stand final product was sturdy strong. Great price for product.,0,0,0,0,0,0,0,0,1,1,0,1
1038,How much of a review can one muster for a simple C clamp. I bought because it was on sale. And I use them often. Great value and quality. Hell yes harbor freight.,0,0,0,0,0,0,0,0,1,1,0,1
1039,I've purchased numerous of these clamps. All have performed well. The only reason for the 4-star rating is because I can't confirm the clamp force rating. I can say they have never failed durning any clamping operation I've done.I would recommend to anyone.,0,0,0,0,0,1,0,0,0,1,0,1
1040,Easy install - straightforward. Went with an upgraded wax ring and funnel (the one supplied with the fixture is very flimsy). Also appreciated the upgraded brass flange bolts. I have a different Kohler in another bathroom and find the elongated bowl more efficient than the standard round bowl in this versio but that is subjective. All in all very good purchase.,1,0,0,0,0,0,1,0,0,0,0,0
1041,I bought this for my driveway security but it didn't work for me.,0,0,0,0,0,1,0,0,0,0,0,0
1042,Excellent product. Does not leak. Love all the settings. Perfect for my garden!,0,0,0,0,0,0,0,0,0,1,0,1
1043,"This works just great on my 1-in PEX-B with the stainless clamps.  I cannot do the tool with one hand, just too tight on those last few clicks to get light to show, STOP.  Nice and working straight out of the package and a very good price if you have all sizes from 1/2-to-1 inch.",0,0,0,0,0,1,0,0,1,0,0,1
1044,Like it works great been machanic and welder for 39 years,0,0,0,0,0,1,0,0,0,0,0,1
1045,looks great works better,0,0,1,0,0,1,0,0,0,0,0,1
1046,Awful had the camera for two days it would not stay online when it went off for the last time I saw that the power plug had broken off inside I guess from the gravity of the cord plugged into it. So I'm out over a hundred dollars. What a piece of junk. Buy 5 cheap cameras you will get more than 5x your moneys worth.,1,0,0,0,0,1,0,0,0,0,0,0
1047,Fixed every issue i had with clogging. Its also super quiet and practically cleans itself with next to no odor. Its honestly the best toilet i ever sat on.,0,0,0,0,0,1,0,0,0,0,0,1
1048,"Just received them and they seem to be made well. Water rolls off. Measurements do not match online description however. They are actually 22x24x4, NOT 24x24x5, so there is a gap in the back.*Edit* they are totally flattened after using just one night. A friend said he could feel the wood slats underneath the cushion by nights end. I would not buy again.",0,0,0,0,0,0,0,0,0,1,0,0
1049,"Couldn't be easier to install, seems to have a good seal to keep everything out",0,0,0,0,0,0,1,0,0,0,0,0
1050,"We have used them 2 times since delivery.  Like the comfort, color and how well they fit the high back chairs.",0,0,0,1,0,0,0,0,0,0,1,1
1051,These are great clamps. I like that they can be connected to make a longer clamp. I will be buying more of these.,0,0,0,0,0,0,0,0,0,0,1,1
1052,"Worked great for about 4 cuts, they are plenty sharp. But the blade sits loose (I tried to tighten it) which made it cut at an angle and caught the finger guide on the tool, chipping part of the guide and ruined the blade.",1,0,0,0,0,1,0,0,0,0,0,1
1053,I had a water problem a few weeks ago and when to Lowe' for supplies. On a whim I bought the cutter as a treat for me. It is an easy and safe way to cut PEX. Treat yourself!,0,0,0,0,0,0,0,0,0,0,1,1
1054,Quit working right 2nd time we used it. Spray was all distorted on all settings,0,0,0,0,0,1,0,0,0,0,0,0
1055,"The blade couldn't even cut one pipe, never buying this again",0,0,0,0,0,1,0,0,0,0,0,0
1056,For the price hard to beat - super easy to setup all Kasa products - people are some IT Geniuses .... one dislike is there is a delay in getting return audio after you talk through the app. I had to tell my kids to wait 5-seconds before you respond because there is literally no audio during that time period.,0,0,0,0,0,1,1,0,1,0,0,1
1057,Easy to use and very versatile. I used it th temporarily clamp plywood while measuring to make a precision cut.,0,0,0,0,1,0,0,0,0,0,1,1
1058,Fit chairs and look nice.,0,0,1,1,0,0,0,0,0,0,0,1
1059,"After unrolling approximately 4' there was a flaw in the screen with missing wire about 1"" wide making it unusable. We unrolled several more feet and the flaw continued in the length of what was unrolled.",0,0,0,0,0,0,0,0,0,1,0,0
1060,These nails work great for trim.,0,0,0,0,0,1,0,0,0,0,0,1
1061,it took a little bit of time to get the feel for it but was a easier after each connection and with most of them being up in the ceiling in a basement . Being able to maneuver the tool in tight spaces what is definitely wonderful thing!,0,0,0,0,0,0,0,0,0,0,1,1
1062,It is metal and works great,0,0,0,0,0,1,0,1,0,0,0,1
1063,"This is a great toilet. I replaced both old toilets in my house with these, and I couldn't be happier with them. They are easy to keep clean, have a nice streamlined appearance, and flush very well. And they come with almost everything you need, minus the water connector hose. What more could you ask for in a toilet?",0,0,1,0,0,1,0,0,0,0,1,1
1064,Well made and very strong!,0,0,0,0,0,0,0,0,0,1,0,1
1065,Easy install and functionality is awesome. I highly recommend this product.,0,0,0,0,0,1,1,0,0,1,0,1
1066,ITEM RETURNED WAS TO BE GIVEN AS A GIFT.,0,1,0,0,0,0,0,0,0,0,0,0
1067,"nails run smoothly thru my nail gun, no jamming or miss fires",0,0,0,0,0,1,0,0,0,0,0,1
1068,"Great product, straightforward to install so far very pleased",0,0,0,0,0,0,1,0,0,0,0,1
1069,great clamp for a outstanding price,0,0,0,0,0,0,0,0,1,0,0,1
1070,"I like them, they're excellent for PEX pipe and delivers a solid crimp. Very sturdy. A little tight on getting them to close but if you're a plumber then put some elbow grease in it and you'll be just fine.",0,0,0,0,0,1,0,0,0,1,0,1
1071,"yellow adjustment tabs snap right off when adjusting.  good concept, poor design and poor quality.",0,0,1,0,0,0,0,0,0,1,0,0
1072,The grandchildren love it and it's just perfect for the backyard for them to run through a sprinkler good deal for the money everybody's happy,0,0,0,0,0,0,0,0,1,0,0,1
1073,Easy to use and dependable.,0,0,0,0,0,0,0,0,0,0,1,1
1074,"LED only turns on if fully ratcheted and clamped as hard as possible. Small end of the calibration tool doesn't fit into gap, and the calibration hex hole doesn't turn counter-clockwise to open the gap. We actually torqued the hex key trying...Would not recommend. I shouldn't have cut my pipe before trying to use this tool, and I don't live anywhere near a Home Depot.",0,0,0,1,0,1,0,0,0,1,0,0
1075,Match umbrella beautifully and great price,0,0,0,0,0,0,0,0,1,0,0,1
1076,Easy to install once you located the studs above the ceiling & cut out a hole.  Saved me from heat exhaustion from staying in the hot attic too long.  Recommended.,0,0,0,0,0,0,1,0,0,1,0,1
1077,very strong box. definitely need a hex head to drive the bracket mounting screws. didn't like the angle of driving the screws. good solid box.,0,0,0,0,0,0,0,0,0,1,0,1
1078,"item is nice, but there was one problem it came in folded in a plastic bag, which is a problem im used to the roll so its not creased and folded. overall good quality but one thing is that.",0,1,0,0,0,0,0,0,0,1,0,0
1079,"Hardest job was prying out the old electric box. Once done the new ceiling brace fit in easily and qwas easy to tighten. Prongs dig into joist, assuring a tight, vibration-free fit.",0,0,0,1,0,0,0,0,0,0,1,1
1080,"The camera works great, picture is crystal clear.",0,0,0,0,0,1,0,0,0,0,0,1
1081,"All likes . These nails work well with my framing nailer. No jams. I'm building my dream home so I'm going through a lot of nails. They have great holding power,dont bend very easily. Also if you decide to take apart whatever you used these nails on good luck. A claw hammer ain't gonna do it.",0,0,0,0,0,1,0,0,0,1,0,1
1082,PVC pipe cutter is very nice. Easy-to-use.,0,0,0,0,0,0,0,0,0,0,1,1
1083,Great little combo pack for the price,0,0,0,0,0,0,0,0,1,0,0,1
1084,Flushes with good force. Delta is making some nice toilets!,0,0,0,0,0,1,0,0,0,0,0,1
1085,"The slotted plastic connector that holds and separates the incoming wires is not referenced in the instructions. It seems the flange on the connector would go outside the junctions box, or ?I found it easier to go up into my attic to remove and old light box hanger and place this one over the ceiling hole. I'm pretty ham-handed and didn't want to tear the ceiling hole any larger. I was I could leave the bracket on the rod so I wouldn't have to take a chance on bending it to remove it and reposition it on the rod to face down. But it came off and went back on easily. A good product that works.",0,0,0,1,0,1,1,0,0,0,0,1
1086,Great design! They should last a lifetime!,0,0,1,0,0,0,0,0,0,1,0,1
1087,With an oddly shaped yard this sprinkler is perfect for controlling the spray in several ways!  love it!,0,0,0,0,0,0,0,0,0,0,1,1
1088,"I have not needed to use them yet. They seem really strong to hold anything I need, though. I will probably use them for craft projects. I don't know what else to tell you. They're not exactly something anyone would use on a daily basis.",0,0,0,0,0,0,0,0,0,1,0,1
1089,"Not that great, broken after brief use. Also instructions did not cover adjusting the tool up or down for different sized rings.Quick note, the jaw failed due to the heat treatment being rushed, I've seen this on a lot of cheap import tools. Large metal grains at the break are what give that failure away.*Edit: December 2020, selling company has started trying to get me to take down the negative review offering me discounts, credits, and other incentives.Look, your tool broke under normal usage conditions due to poor craftsmanship. Stand behind it and own your failure. If you want to make it right, figure out where the process went wrong and fix it.",1,0,0,0,0,0,0,0,0,1,0,0
1090,Exactly as expected. Seems solid.,0,0,0,0,0,0,0,0,0,1,0,1
1091,They look great but have to use an extra cushion on top of the bottom to sit comfortably.,0,0,1,0,0,0,0,0,0,0,1,1
1092,The cushions fit well. Well worth the cost.,0,0,0,1,0,0,0,0,1,0,0,1
1093,The nails done the job but they are to expensive!!,0,0,0,0,0,0,0,0,1,0,0,0
1094,Perfect - ease of use and installation.,0,0,0,0,0,0,1,0,0,0,1,1
1095,They work perfectly. I bought some 20$ sprinkler on here and it just stopped spinning after 4 hours of use.But these never stop. It works exactly as advertised from the time you turn it on to the time you turn it off. I can't even explain how ecstatic I am to have one of these at half the price amof that advertised garbage sprinkler.,0,0,0,0,0,1,0,0,0,0,0,1
1096,Works great for irrigation/sprinkler systems. I'm not sure if the blade is replaceable or not but I hope so.,0,0,0,0,0,1,0,0,0,0,0,1
1097,ABSOLUTELY beautiful cushions!,0,0,1,0,0,0,0,0,0,0,0,1
1098,Materials came quickly and the screen was easy to install with the tool provided.,0,0,0,0,0,0,1,0,0,0,0,1
1099,"As far as toilets go, this one seems to be very good.This is the second one I have bought and installed. They seem to work very well. I would strongly recommend this toilet. The price is right and with the rebate we get from our water district, the price for the toilet is excellent.",0,0,0,0,0,1,0,0,1,1,0,1
1100,I have the same comparable pack of Bessey clamps and these are better! They feel more heavy duty but the best part is the grip. So much easier to tighten these down as the grip is rubber not wood. They can be had for cheaper than $30 if you keep an eye out.,0,0,0,0,0,1,0,0,0,0,1,1
1101,"I would have given them 5 stars but one if them has a defect on the release for stationary side. It still works but is very difficult to release. Takes getting used to releasing the clamp from your work piece as the release lever is not like others, but it is strong.",0,0,0,0,0,0,0,0,0,1,1,0
1102,"Poor casting, poor machining, weak jaws.  Going to return.  Fooled by Bessey name that was previously well respected.",1,0,0,0,0,0,0,0,0,1,0,0
1103,"I replaced an American Standard single flush toilet that was at least 15 yrs old and still functioned very well. After visual inspection the Cadet 3 toilet installed easily. For the 1st hour after install, the toilet kept running so then adjustment was made to the fill valve. When that problem was resolved, the tank started randomly refilling. I then called American Standard Customer Care Line and couldn't hold on any longer after 15 min. I then went on to read the negative reviews and gathered ""the silicone seal was probably sitting too long in a warehouse""? I read that possibly a replacement flush valve seal #7381042-0070A is needed. This is my first negative review that I've ever written for any Home Depot product.",0,0,0,0,0,1,1,0,0,0,0,0
1104,"Easy to install, nice rubber rubbing, tool included, follow the instructions and you'll get a nice finished screen.",0,0,0,0,0,0,1,1,0,0,0,1
1105,The screen kit was as advertised. Works well. Only complaint is the long wait.,0,0,0,0,0,1,0,0,0,0,0,1
1106,As expected. Great quality.,0,0,0,0,0,0,0,0,0,1,0,1
1107,They fade easily if you have them in the sun all day. I didn't notice how faded they got until I bought 4 new ones.,0,0,0,0,0,0,0,0,0,1,0,0
1108,"Very sharp,Worked even better than I expected.Great purchase.",1,0,0,0,0,1,0,0,0,0,0,1
1109,These cushions are just beautiful and they made my patio look so new and fresh.,0,0,1,0,0,0,0,0,0,0,0,1
1110,"This is the second purchase of this product from Lowes. We made the second purchase because we are very satisfied with the first purchase. These security cameras are very easy to install and activate and the quality of the sound, day and night vision with zoom are very clear. The two way audio is great. Jim.",0,0,0,0,1,0,0,0,0,1,0,1
1111,Beautiful and great material,0,0,1,0,0,0,0,1,0,0,0,1
1112,RUNS VERY SMOOTH AND COVERS VERY WELL!,0,0,0,0,0,1,0,0,0,0,0,1
1113,Great price for an easy to use item.  I needed something simple to hold two pieces in place while the epoxy set.  Worked PERFECTLY!,0,0,0,0,0,1,0,0,1,0,1,1
1114,Excellent! We make signs and the porter-cable equipment works well in our application.,0,0,0,0,0,1,0,0,0,0,0,1
1115,Not as sturdy as I hoped. Good for small projects,0,0,0,0,0,0,0,0,0,1,0,0
1116,"It works okay, just make sure the pipe is perpendicular to the blade before you squeeze. My first few cuts were uneven.  Placing the pipe cutter and pipe on the floor or counter top worked better for me.",0,0,0,0,0,1,0,0,0,0,0,1
1117,Value for the money,0,0,0,0,0,0,0,0,1,0,0,1
1118,Works well but plastic is not strong. I don't expect it to last very long without more than expected TLC,0,0,0,0,0,1,0,1,0,1,0,0
